ReturnID,SaleID,ReturnDate,Reason,RefundAmount
RET028546,SAL005213,2018-11-04,Defective,1579.69
RET028547,SAL050264,2022-06-12,Wrong Item,7121.41
RET028548,SAL017224,2024-09-09,Late Delivery,2691.27
RET028549,SAL053717,2018-11-30,Defective,4141.93
RET028550,SAL142577,2024-10-06,Customer Changed Mind,3755.39
RET028551,SAL055099,2024-12-15,Wrong Item,2062.34
RET028552,SAL128123,2019-10-24,Customer Changed Mind,1633.83
RET028553,SAL193496,2021-05-16,Late Delivery,2103.63
RET028554,SAL159861,2018-11-05,Wrong Item,3365.51
RET028555,SAL041219,2018-03-02,Wrong Item,1867.18
RET028556,SAL150064,2022-10-10,Defective,5947.44
RET028557,SAL031770,2018-03-18,Wrong Item,981.65
RET028558,SAL025090,2022-07-28,Late Delivery,2405.32
RET028559,SAL003964,2019-11-05,Wrong Item,2367.31
RET028560,SAL058541,2020-01-29,Wrong Item,2492.89
RET028561,SAL150796,2023-03-04,Late Delivery,3407.93
RET028562,SAL122223,2024-06-23,Customer Changed Mind,4844.03
RET028563,SAL009603,2022-12-08,Defective,1701.07
RET028564,SAL149641,2020-09-22,Wrong Item,8575.37
RET028565,SAL106076,2019-06-27,Defective,3339.77
RET028566,SAL041851,2024-02-05,Defective,4080.35
RET028567,SAL015639,2017-08-09,Wrong Item,193.59
RET028568,SAL018022,2024-08-09,Defective,6649.32
RET028569,SAL046026,2022-08-25,Wrong Item,6306.56
RET028570,SAL024192,2024-01-25,Defective,4478.82
RET028571,SAL182706,2020-03-01,Customer Changed Mind,1984.67
RET028572,SAL148204,2022-07-29,Late Delivery,1274.43
RET028573,SAL044301,2024-01-08,Customer Changed Mind,1182.25
RET028574,SAL159421,2024-05-17,Customer Changed Mind,1201.34
RET028575,SAL151561,2018-07-11,Wrong Item,2951.18
RET028576,SAL057454,2018-11-24,Late Delivery,2223.72
RET028577,SAL150606,2019-11-01,Customer Changed Mind,8821.28
RET028578,SAL150827,2018-09-05,Defective,3390.48
RET028579,SAL132458,2017-08-12,Wrong Item,4838.49
RET028580,SAL023098,2021-03-29,Late Delivery,3606.06
RET028581,SAL099714,2019-08-04,Customer Changed Mind,2465.12
RET028582,SAL029428,2018-02-28,Wrong Item,3745.07
RET028583,SAL147171,2023-09-24,Late Delivery,1381.73
RET028584,SAL143856,2024-09-23,Defective,598.66
RET028585,SAL181167,2024-01-03,Customer Changed Mind,1567.43
RET028586,SAL025208,2017-08-22,Wrong Item,1471.97
RET028587,SAL003916,2020-04-29,Late Delivery,1420.98
RET028588,SAL075825,2023-03-05,Defective,643.14
RET028589,SAL021043,2023-02-24,Defective,7737.84
RET028590,SAL152758,2023-09-27,Defective,8763.37
RET028591,SAL070471,2021-03-22,Customer Changed Mind,564.87
RET028592,SAL020038,2021-04-09,Late Delivery,3680.67
RET028593,SAL094565,2020-07-16,Wrong Item,1967.69
RET028594,SAL030784,2018-08-05,Late Delivery,3278.65
RET028595,SAL000852,2023-10-21,Defective,1067.02
RET028596,SAL008153,2017-01-08,Late Delivery,1218.09
RET028597,SAL197974,2020-11-08,Wrong Item,2150.24
RET028598,SAL163513,2019-09-17,Customer Changed Mind,733.57
RET028599,SAL178000,2021-06-27,Defective,2194.52
RET028600,SAL084555,2018-11-13,Defective,6541.62
RET028601,SAL080820,2020-08-31,Customer Changed Mind,4278.55
RET028602,SAL117249,2021-10-07,Wrong Item,7839.29
RET028603,SAL157334,2024-06-06,Late Delivery,5161.5
RET028604,SAL000843,2024-10-17,Late Delivery,2119.1
RET028605,SAL148081,2019-11-10,Wrong Item,4188.45
RET028606,SAL188180,2021-04-19,Defective,8452.99
RET028607,SAL074910,2017-06-01,Customer Changed Mind,300.71
RET028608,SAL110454,2019-12-27,Late Delivery,7105.14
RET028609,SAL192934,2020-09-13,Customer Changed Mind,5146.33
RET028610,SAL143427,2025-01-08,Wrong Item,2547.31
RET028611,SAL107116,2024-11-25,Customer Changed Mind,1436.97
RET028612,SAL100533,2024-12-13,Late Delivery,737.59
RET028613,SAL089346,2024-10-18,Customer Changed Mind,3678.33
RET028614,SAL090765,2020-03-02,Defective,2293.02
RET028615,SAL014527,2023-09-24,Late Delivery,3316.1
RET028616,SAL039790,2021-09-03,Late Delivery,676.64
RET028617,SAL189385,2017-01-30,Customer Changed Mind,2301.06
RET028618,SAL066458,2019-08-13,Defective,6784.79
RET028619,SAL011016,2018-03-13,Customer Changed Mind,1539.98
RET028620,SAL007838,2022-08-02,Defective,1839.21
RET028621,SAL131920,2024-08-22,Customer Changed Mind,4538.43
RET028622,SAL009907,2018-01-22,Wrong Item,926.89
RET028623,SAL019166,2019-08-09,Customer Changed Mind,3476.99
RET028624,SAL069752,2017-04-26,Wrong Item,7323.58
RET028625,SAL137003,2017-01-28,Defective,277.9
RET028626,SAL068054,2017-05-07,Late Delivery,794.14
RET028627,SAL182807,2018-08-05,Wrong Item,2188.93
RET028628,SAL017986,2019-04-12,Wrong Item,4741.49
RET028629,SAL144624,2020-06-29,Defective,4790.2
RET028630,SAL167219,2022-03-24,Customer Changed Mind,1865.94
RET028631,SAL154945,2022-11-16,Customer Changed Mind,5631.47
RET028632,SAL068659,2021-11-22,Customer Changed Mind,579.01
RET028633,SAL198558,2017-08-07,Defective,4302.92
RET028634,SAL080811,2021-08-20,Late Delivery,1576.25
RET028635,SAL096749,2017-03-02,Customer Changed Mind,3583.5
RET028636,SAL179194,2022-12-02,Late Delivery,1444.18
RET028637,SAL100841,2023-01-31,Late Delivery,4025.95
RET028638,SAL043328,2019-03-21,Customer Changed Mind,4389.83
RET028639,SAL155472,2020-04-27,Late Delivery,6189.0
RET028640,SAL085139,2024-06-03,Customer Changed Mind,3173.59
RET028641,SAL119469,2017-07-30,Late Delivery,1426.14
RET028642,SAL193398,2017-06-20,Defective,3482.02
RET028643,SAL005925,2021-03-30,Wrong Item,6217.09
RET028644,SAL077484,2021-12-05,Late Delivery,445.39
RET028645,SAL031067,2017-04-04,Wrong Item,4888.71
RET028646,SAL050701,2024-09-22,Customer Changed Mind,3542.93
RET028647,SAL123061,2021-05-27,Wrong Item,170.35
RET028648,SAL114227,2020-03-21,Wrong Item,1828.53
RET028649,SAL078198,2017-10-18,Wrong Item,1823.35
RET028650,SAL057111,2018-01-13,Defective,326.73
RET028651,SAL107640,2017-03-28,Wrong Item,8875.45
RET028652,SAL052839,2020-04-14,Customer Changed Mind,2450.85
RET028653,SAL190471,2019-09-07,Defective,2581.93
RET028654,SAL135625,2020-02-22,Customer Changed Mind,4708.12
RET028655,SAL112481,2018-09-14,Defective,1209.95
RET028656,SAL182988,2024-06-03,Wrong Item,88.09
RET028657,SAL042880,2021-11-25,Late Delivery,2450.46
RET028658,SAL128577,2017-07-17,Customer Changed Mind,4266.38
RET028659,SAL038393,2024-04-23,Defective,1043.41
RET028660,SAL194568,2017-11-27,Wrong Item,230.6
RET028661,SAL189054,2019-07-02,Late Delivery,666.35
RET028662,SAL136967,2018-09-24,Late Delivery,3299.9
RET028663,SAL169187,2024-01-09,Wrong Item,622.73
RET028664,SAL115239,2017-09-07,Wrong Item,4503.56
RET028665,SAL137182,2021-10-27,Defective,485.56
RET028666,SAL114839,2017-04-11,Late Delivery,3056.94
RET028667,SAL036009,2017-12-04,Customer Changed Mind,8041.82
RET028668,SAL197429,2024-09-24,Late Delivery,6903.64
RET028669,SAL027284,2018-05-01,Defective,8563.63
RET028670,SAL051304,2020-04-17,Customer Changed Mind,1418.16
RET028671,SAL085748,2019-04-14,Customer Changed Mind,4896.76
RET028672,SAL092265,2021-03-10,Late Delivery,9170.06
RET028673,SAL156486,2018-01-07,Defective,8210.1
RET028674,SAL173694,2019-07-17,Defective,2248.06
RET028675,SAL142680,2019-05-05,Late Delivery,87.24
RET028676,SAL001171,2021-07-11,Wrong Item,2814.07
RET028677,SAL174010,2023-12-30,Wrong Item,5031.15
RET028678,SAL156904,2024-05-29,Defective,3208.39
RET028679,SAL036193,2020-12-19,Wrong Item,3106.9
RET028680,SAL130682,2020-12-13,Customer Changed Mind,1939.41
RET028681,SAL192320,2020-01-11,Customer Changed Mind,999.01
RET028682,SAL172113,2024-10-16,Late Delivery,3353.13
RET028683,SAL005328,2019-02-14,Customer Changed Mind,3170.52
RET028684,SAL091920,2017-09-03,Defective,3712.61
RET028685,SAL080763,2024-10-12,Customer Changed Mind,331.55
RET028686,SAL043812,2023-05-23,Defective,4175.25
RET028687,SAL073228,2020-02-19,Wrong Item,1556.7
RET028688,SAL147119,2024-12-11,Wrong Item,4179.15
RET028689,SAL131434,2020-03-21,Customer Changed Mind,4087.88
RET028690,SAL147008,2020-11-17,Customer Changed Mind,7670.73
RET028691,SAL175227,2020-09-19,Customer Changed Mind,7372.74
RET028692,SAL167791,2018-10-19,Wrong Item,129.22
RET028693,SAL013676,2024-01-23,Defective,1512.77
RET028694,SAL196871,2020-02-08,Customer Changed Mind,1179.39
RET028695,SAL162187,2021-02-03,Defective,2292.39
RET028696,SAL116660,2022-04-30,Customer Changed Mind,732.67
RET028697,SAL178470,2017-12-21,Late Delivery,970.98
RET028698,SAL018241,2022-01-28,Wrong Item,352.96
RET028699,SAL080229,2024-09-23,Customer Changed Mind,825.92
RET028700,SAL085968,2024-08-10,Wrong Item,118.17
RET028701,SAL119727,2019-05-12,Defective,3638.29
RET028702,SAL050793,2022-10-14,Defective,1644.25
RET028703,SAL023747,2019-02-17,Wrong Item,383.11
RET028704,SAL038949,2017-11-01,Late Delivery,2559.18
RET028705,SAL136069,2019-05-12,Wrong Item,2072.5
RET028706,SAL001769,2023-05-29,Defective,3458.28
RET028707,SAL041691,2022-03-25,Wrong Item,4631.72
RET028708,SAL050943,2020-01-15,Wrong Item,7092.61
RET028709,SAL098931,2023-01-16,Defective,3596.52
RET028710,SAL156782,2022-01-16,Customer Changed Mind,1663.01
RET028711,SAL109101,2024-01-08,Late Delivery,1260.54
RET028712,SAL116548,2021-10-15,Wrong Item,963.18
RET028713,SAL058698,2020-05-06,Wrong Item,9289.04
RET028714,SAL022145,2019-05-06,Late Delivery,5734.62
RET028715,SAL025297,2022-06-10,Wrong Item,4357.65
RET028716,SAL044743,2023-01-23,Wrong Item,1005.11
RET028717,SAL108883,2021-08-18,Late Delivery,7413.79
RET028718,SAL033394,2018-12-27,Wrong Item,5270.26
RET028719,SAL178822,2019-07-14,Wrong Item,2893.49
RET028720,SAL072806,2018-09-19,Customer Changed Mind,5139.7
RET028721,SAL003954,2020-10-28,Defective,6259.29
RET028722,SAL168809,2020-08-30,Defective,3992.98
RET028723,SAL041713,2020-12-05,Customer Changed Mind,4240.06
RET028724,SAL003629,2018-06-22,Wrong Item,2126.36
RET028725,SAL181664,2020-11-08,Late Delivery,726.4
RET028726,SAL082437,2019-09-19,Late Delivery,1716.99
RET028727,SAL065566,2019-08-17,Late Delivery,757.36
RET028728,SAL164018,2021-08-09,Customer Changed Mind,9553.05
RET028729,SAL167790,2022-10-01,Late Delivery,2625.85
RET028730,SAL009803,2020-01-12,Late Delivery,8527.03
RET028731,SAL106923,2020-08-19,Defective,5664.4
RET028732,SAL154766,2022-02-15,Late Delivery,1506.26
RET028733,SAL084422,2019-09-11,Customer Changed Mind,4791.87
RET028734,SAL157132,2020-03-08,Wrong Item,600.33
RET028735,SAL083755,2018-01-10,Defective,636.11
RET028736,SAL003917,2020-02-25,Wrong Item,5082.66
RET028737,SAL014414,2019-03-04,Late Delivery,2556.47
RET028738,SAL197374,2021-05-11,Customer Changed Mind,4430.48
RET028739,SAL127499,2020-10-28,Customer Changed Mind,3186.12
RET028740,SAL077729,2022-12-15,Customer Changed Mind,8073.63
RET028741,SAL040126,2019-08-05,Defective,1145.67
RET028742,SAL176112,2018-04-19,Late Delivery,1805.48
RET028743,SAL041448,2019-11-19,Defective,1934.67
RET028744,SAL128982,2024-02-08,Defective,2270.78
RET028745,SAL139810,2020-02-12,Wrong Item,2825.62
RET028746,SAL096391,2020-01-11,Late Delivery,3448.33
RET028747,SAL137743,2021-02-16,Late Delivery,7225.76
RET028748,SAL105725,2017-06-08,Late Delivery,7037.08
RET028749,SAL157251,2017-11-10,Defective,2399.51
RET028750,SAL122325,2020-10-21,Customer Changed Mind,7180.51
RET028751,SAL134106,2024-12-15,Wrong Item,3086.62
RET028752,SAL199105,2017-03-21,Late Delivery,7403.59
RET028753,SAL072133,2019-12-07,Late Delivery,1584.82
RET028754,SAL127009,2021-05-08,Late Delivery,1491.11
RET028755,SAL100112,2024-06-14,Customer Changed Mind,584.9
RET028756,SAL125155,2022-10-20,Late Delivery,963.4
RET028757,SAL101621,2023-10-01,Late Delivery,6738.25
RET028758,SAL193484,2018-07-24,Customer Changed Mind,5456.84
RET028759,SAL162196,2017-10-09,Late Delivery,3049.69
RET028760,SAL018138,2017-04-29,Customer Changed Mind,2115.77
RET028761,SAL091476,2019-08-09,Customer Changed Mind,2674.77
RET028762,SAL156981,2017-11-17,Customer Changed Mind,3939.43
RET028763,SAL112193,2019-03-11,Late Delivery,2910.41
RET028764,SAL156099,2023-06-23,Late Delivery,8034.09
RET028765,SAL017546,2020-12-04,Customer Changed Mind,7068.25
RET028766,SAL185447,2022-06-19,Wrong Item,1353.75
RET028767,SAL109984,2020-01-28,Late Delivery,6793.78
RET028768,SAL163791,2024-03-04,Late Delivery,2641.01
RET028769,SAL163907,2022-12-17,Defective,757.0
RET028770,SAL056731,2019-05-04,Late Delivery,586.78
RET028771,SAL009604,2017-10-19,Wrong Item,2035.82
RET028772,SAL040663,2024-10-16,Defective,1841.35
RET028773,SAL108813,2024-07-08,Customer Changed Mind,4331.92
RET028774,SAL092748,2022-04-20,Customer Changed Mind,540.12
RET028775,SAL147947,2020-10-17,Wrong Item,1316.6
RET028776,SAL040657,2022-02-11,Defective,3608.66
RET028777,SAL024889,2024-07-17,Wrong Item,201.8
RET028778,SAL189436,2020-02-22,Defective,8990.05
RET028779,SAL165232,2022-10-15,Customer Changed Mind,760.22
RET028780,SAL160620,2019-08-05,Defective,2151.82
RET028781,SAL193170,2025-01-17,Late Delivery,2304.87
RET028782,SAL136110,2020-06-06,Late Delivery,4968.1
RET028783,SAL093909,2021-11-05,Late Delivery,4043.08
RET028784,SAL008174,2018-01-13,Customer Changed Mind,6489.88
RET028785,SAL199909,2024-11-19,Customer Changed Mind,3404.79
RET028786,SAL049860,2022-03-21,Late Delivery,140.61
RET028787,SAL168936,2020-01-28,Late Delivery,2856.46
RET028788,SAL163356,2024-04-17,Late Delivery,1815.2
RET028789,SAL050714,2019-06-20,Customer Changed Mind,7095.57
RET028790,SAL154564,2021-11-27,Customer Changed Mind,1519.13
RET028791,SAL114712,2024-12-01,Defective,1499.95
RET028792,SAL157593,2018-06-06,Late Delivery,843.19
RET028793,SAL147969,2022-02-25,Wrong Item,6081.84
RET028794,SAL027099,2020-09-28,Defective,6402.13
RET028795,SAL052842,2021-06-03,Wrong Item,4085.27
RET028796,SAL051625,2018-09-28,Customer Changed Mind,8258.68
RET028797,SAL044100,2023-08-14,Late Delivery,6821.18
RET028798,SAL187907,2019-06-07,Defective,783.23
RET028799,SAL125458,2024-03-27,Late Delivery,6648.93
RET028800,SAL184406,2021-05-10,Defective,5464.58
RET028801,SAL015086,2021-12-23,Wrong Item,2378.23
RET028802,SAL062768,2023-08-06,Customer Changed Mind,1942.34
RET028803,SAL120230,2019-06-15,Defective,2008.69
RET028804,SAL041925,2017-08-19,Late Delivery,4474.12
RET028805,SAL080706,2020-06-21,Customer Changed Mind,4478.59
RET028806,SAL104693,2022-06-15,Late Delivery,2332.39
RET028807,SAL149204,2023-03-10,Customer Changed Mind,6968.76
RET028808,SAL089185,2022-01-13,Wrong Item,4902.81
RET028809,SAL196140,2025-01-05,Wrong Item,9734.71
RET028810,SAL049497,2023-04-06,Customer Changed Mind,7629.96
RET028811,SAL158047,2021-07-02,Defective,4826.88
RET028812,SAL106244,2019-08-21,Defective,1710.06
RET028813,SAL149385,2021-07-20,Defective,1809.68
RET028814,SAL028323,2023-09-02,Customer Changed Mind,2717.21
RET028815,SAL081208,2018-06-17,Wrong Item,4613.41
RET028816,SAL082154,2018-01-20,Wrong Item,42.19
RET028817,SAL097840,2019-08-28,Wrong Item,894.75
RET028818,SAL148692,2018-07-01,Defective,1003.32
RET028819,SAL124476,2017-04-01,Defective,5194.47
RET028820,SAL108094,2017-04-22,Wrong Item,8367.71
RET028821,SAL163222,2023-12-22,Defective,5719.0
RET028822,SAL161275,2023-05-18,Wrong Item,6829.36
RET028823,SAL012213,2021-03-30,Late Delivery,4868.86
RET028824,SAL009483,2024-01-15,Wrong Item,6265.26
RET028825,SAL190952,2019-09-19,Defective,3802.29
RET028826,SAL051179,2022-05-09,Customer Changed Mind,2150.54
RET028827,SAL068569,2017-10-03,Wrong Item,40.26
RET028828,SAL107711,2017-07-25,Defective,6244.51
RET028829,SAL049318,2023-02-25,Late Delivery,2232.44
RET028830,SAL069704,2017-02-06,Defective,4050.26
RET028831,SAL147404,2020-07-07,Defective,142.74
RET028832,SAL097507,2023-06-21,Late Delivery,1882.38
RET028833,SAL038044,2022-02-18,Late Delivery,2263.23
RET028834,SAL098548,2021-09-05,Defective,4068.86
RET028835,SAL187486,2023-02-20,Late Delivery,1172.29
RET028836,SAL026444,2023-03-11,Customer Changed Mind,32.28
RET028837,SAL160470,2017-11-06,Defective,1346.21
RET028838,SAL143868,2017-05-07,Late Delivery,2965.16
RET028839,SAL143346,2019-01-27,Customer Changed Mind,1845.01
RET028840,SAL095452,2022-05-08,Late Delivery,8575.0
RET028841,SAL141876,2017-12-13,Wrong Item,5491.57
RET028842,SAL180700,2019-10-25,Wrong Item,352.25
RET028843,SAL108571,2018-10-10,Wrong Item,1133.26
RET028844,SAL114089,2020-10-20,Late Delivery,2130.18
RET028845,SAL096343,2017-02-27,Wrong Item,6275.36
RET028846,SAL113942,2021-02-14,Defective,7137.21
RET028847,SAL148188,2023-09-15,Customer Changed Mind,3107.87
RET028848,SAL183008,2018-07-01,Defective,4611.27
RET028849,SAL176446,2019-08-26,Defective,2200.9
RET028850,SAL198032,2020-11-25,Late Delivery,3731.73
RET028851,SAL184690,2023-05-12,Customer Changed Mind,9324.63
RET028852,SAL122929,2021-03-22,Wrong Item,-4.03
RET028853,SAL120037,2020-12-25,Late Delivery,8285.24
RET028854,SAL017216,2019-05-14,Late Delivery,4142.11
RET028855,SAL184377,2022-12-26,Late Delivery,3991.82
RET028856,SAL045382,2020-05-19,Wrong Item,565.24
RET028857,SAL169359,2018-07-05,Wrong Item,1240.92
RET028858,SAL007969,2022-12-23,Defective,574.58
RET028859,SAL050379,2021-03-17,Late Delivery,255.77
RET028860,SAL018209,2017-08-21,Defective,1716.39
RET028861,SAL042219,2018-08-04,Customer Changed Mind,5922.82
RET028862,SAL014831,2020-01-12,Late Delivery,9296.08
RET028863,SAL110947,2021-11-16,Late Delivery,3729.76
RET028864,SAL070691,2023-04-09,Wrong Item,268.45
RET028865,SAL071997,2019-12-27,Customer Changed Mind,3179.83
RET028866,SAL050349,2022-07-26,Customer Changed Mind,968.42
RET028867,SAL101470,2023-07-07,Wrong Item,1672.88
RET028868,SAL092082,2022-07-29,Late Delivery,159.58
RET028869,SAL199069,2018-09-03,Wrong Item,59.25
RET028870,SAL114837,2017-11-18,Late Delivery,6470.54
RET028871,SAL022615,2023-07-26,Wrong Item,6673.47
RET028872,SAL198894,2024-03-15,Late Delivery,2660.79
RET028873,SAL035913,2022-07-09,Customer Changed Mind,673.43
RET028874,SAL080734,2024-09-10,Wrong Item,9411.67
RET028875,SAL120275,2020-07-09,Defective,3153.17
RET028876,SAL040255,2017-03-11,Wrong Item,3825.87
RET028877,SAL052222,2023-11-11,Defective,1004.52
RET028878,SAL090688,2023-08-20,Defective,94.17
RET028879,SAL026097,2019-06-26,Wrong Item,1285.4
RET028880,SAL122839,2019-08-08,Customer Changed Mind,7174.47
RET028881,SAL051734,2022-06-22,Late Delivery,8983.47
RET028882,SAL167808,2018-07-26,Late Delivery,1599.82
RET028883,SAL047798,2022-07-17,Defective,731.16
RET028884,SAL058797,2020-04-04,Late Delivery,1983.54
RET028885,SAL170798,2017-10-10,Customer Changed Mind,3321.61
RET028886,SAL005539,2018-03-19,Late Delivery,2033.53
RET028887,SAL143845,2019-02-08,Defective,2002.62
RET028888,SAL121582,2018-06-05,Defective,4358.72
RET028889,SAL026918,2017-09-20,Wrong Item,2568.65
RET028890,SAL036935,2019-08-24,Defective,1950.49
RET028891,SAL058429,2020-03-13,Late Delivery,4874.29
RET028892,SAL148546,2018-12-14,Late Delivery,558.39
RET028893,SAL174755,2017-10-06,Late Delivery,6263.48
RET028894,SAL163589,2017-04-30,Wrong Item,7164.01
RET028895,SAL097295,2017-04-27,Defective,1577.63
RET028896,SAL135711,2021-09-26,Wrong Item,1927.33
RET028897,SAL010980,2019-03-25,Late Delivery,2004.11
RET028898,SAL136724,2018-06-12,Defective,1800.44
RET028899,SAL047114,2019-06-10,Defective,2800.44
RET028900,SAL067539,2019-04-24,Customer Changed Mind,9223.34
RET028901,SAL083672,2021-08-06,Defective,5996.24
RET028902,SAL131212,2018-10-08,Defective,1131.85
RET028903,SAL071052,2023-08-02,Defective,7949.72
RET028904,SAL030599,2022-12-18,Defective,1489.98
RET028905,SAL180295,2018-08-16,Wrong Item,4232.87
RET028906,SAL069992,2023-06-21,Defective,1337.43
RET028907,SAL061486,2021-06-07,Late Delivery,4775.58
RET028908,SAL083459,2017-06-28,Defective,1898.87
RET028909,SAL011678,2019-06-24,Customer Changed Mind,405.35
RET028910,SAL120309,2017-12-18,Late Delivery,4567.47
RET028911,SAL140711,2022-09-15,Customer Changed Mind,1109.3
RET028912,SAL016099,2021-01-19,Wrong Item,5642.18
RET028913,SAL038589,2018-01-15,Late Delivery,643.84
RET028914,SAL021339,2023-12-16,Wrong Item,4645.59
RET028915,SAL098348,2022-12-22,Customer Changed Mind,1628.41
RET028916,SAL028702,2023-07-12,Wrong Item,4872.5
RET028917,SAL117348,2022-03-16,Defective,3615.88
RET028918,SAL167231,2021-03-08,Wrong Item,152.92
RET028919,SAL171343,2023-09-21,Customer Changed Mind,1859.89
RET028920,SAL061561,2024-12-28,Late Delivery,2102.4
RET028921,SAL065245,2018-02-04,Customer Changed Mind,4260.82
RET028922,SAL179716,2020-11-19,Customer Changed Mind,1391.89
RET028923,SAL038352,2024-12-15,Wrong Item,2323.46
RET028924,SAL056975,2020-08-01,Late Delivery,1625.28
RET028925,SAL052431,2018-02-09,Late Delivery,3463.48
RET028926,SAL083624,2019-06-12,Customer Changed Mind,1161.28
RET028927,SAL079437,2018-02-14,Defective,7570.86
RET028928,SAL061153,2023-08-03,Wrong Item,3591.34
RET028929,SAL188519,2024-11-04,Defective,2287.56
RET028930,SAL164514,2018-12-16,Wrong Item,2021.03
RET028931,SAL158061,2018-01-11,Customer Changed Mind,5652.06
RET028932,SAL068037,2023-12-08,Late Delivery,6526.55
RET028933,SAL091542,2022-11-20,Late Delivery,3560.28
RET028934,SAL135281,2023-04-23,Wrong Item,6495.78
RET028935,SAL050356,2017-11-21,Wrong Item,2187.06
RET028936,SAL181099,2018-05-11,Late Delivery,610.59
RET028937,SAL018341,2022-12-08,Late Delivery,2116.32
RET028938,SAL001527,2024-12-19,Wrong Item,2034.38
RET028939,SAL179211,2018-02-10,Defective,6627.32
RET028940,SAL020989,2019-02-09,Defective,6003.3
RET028941,SAL138303,2019-10-02,Late Delivery,1032.44
RET028942,SAL156735,2022-07-23,Customer Changed Mind,5585.0
RET028943,SAL035505,2019-06-16,Wrong Item,3096.49
RET028944,SAL138095,2024-04-12,Late Delivery,3398.87
RET028945,SAL020909,2023-02-17,Defective,1533.19
RET028946,SAL182295,2020-01-02,Late Delivery,266.6
RET028947,SAL100040,2022-09-13,Wrong Item,2336.07
RET028948,SAL151999,2018-01-22,Defective,8622.8
RET028949,SAL136276,2018-08-04,Late Delivery,2109.86
RET028950,SAL082997,2024-04-26,Defective,5160.24
RET028951,SAL063139,2023-04-11,Defective,824.65
RET028952,SAL112820,2022-02-07,Late Delivery,9523.55
RET028953,SAL122696,2017-06-04,Customer Changed Mind,8921.47
RET028954,SAL036544,2022-08-28,Late Delivery,685.42
RET028955,SAL021052,2017-02-09,Customer Changed Mind,4600.38
RET028956,SAL001011,2024-09-19,Customer Changed Mind,5086.59
RET028957,SAL182204,2017-06-25,Wrong Item,111.15
RET028958,SAL125937,2023-01-03,Defective,1430.42
RET028959,SAL171786,2023-01-30,Customer Changed Mind,2305.59
RET028960,SAL006394,2020-04-19,Late Delivery,3148.14
RET028961,SAL121719,2022-11-01,Defective,1599.66
RET028962,SAL070768,2024-05-22,Wrong Item,1431.2
RET028963,SAL146349,2017-06-21,Defective,532.94
RET028964,SAL159720,2021-11-07,Late Delivery,1120.28
RET028965,SAL027116,2022-08-16,Late Delivery,2915.41
RET028966,SAL068979,2018-07-15,Late Delivery,1365.8
RET028967,SAL198646,2017-05-20,Late Delivery,2086.31
RET028968,SAL048719,2019-10-15,Customer Changed Mind,3600.54
RET028969,SAL083351,2021-06-09,Wrong Item,9656.8
RET028970,SAL111468,2019-01-01,Late Delivery,2338.93
RET028971,SAL148526,2020-08-15,Customer Changed Mind,3905.64
RET028972,SAL103304,2020-03-24,Customer Changed Mind,1585.21
RET028973,SAL198272,2022-08-26,Wrong Item,3259.52
RET028974,SAL188293,2018-09-10,Late Delivery,4009.76
RET028975,SAL047500,2019-07-10,Customer Changed Mind,674.94
RET028976,SAL097099,2018-05-28,Late Delivery,2793.75
RET028977,SAL191776,2023-02-11,Late Delivery,6113.57
RET028978,SAL119700,2019-09-03,Late Delivery,3279.8
RET028979,SAL073897,2024-01-04,Wrong Item,1136.23
RET028980,SAL063692,2021-11-03,Defective,600.77
RET028981,SAL035783,2018-06-27,Wrong Item,2685.7
RET028982,SAL162049,2023-03-03,Defective,6945.86
RET028983,SAL159692,2022-02-19,Wrong Item,730.43
RET028984,SAL075187,2022-02-08,Late Delivery,2116.92
RET028985,SAL083152,2019-04-03,Customer Changed Mind,8647.47
RET028986,SAL145725,2020-08-04,Defective,579.77
RET028987,SAL095947,2020-09-23,Defective,6939.12
RET028988,SAL197689,2024-10-22,Defective,183.32
RET028989,SAL054401,2020-11-12,Wrong Item,5813.6
RET028990,SAL124039,2021-12-19,Wrong Item,3537.8
RET028991,SAL153986,2020-03-22,Wrong Item,1724.74
RET028992,SAL116215,2019-05-03,Customer Changed Mind,1491.0
RET028993,SAL155043,2024-04-19,Wrong Item,6308.56
RET028994,SAL005163,2021-11-25,Late Delivery,2716.2
RET028995,SAL184381,2024-08-17,Defective,8664.67
RET028996,SAL118188,2018-10-29,Wrong Item,1363.06
RET028997,SAL050582,2019-01-05,Late Delivery,2075.25
RET028998,SAL136978,2024-12-12,Late Delivery,2045.08
RET028999,SAL145775,2021-03-01,Defective,3464.18
RET029000,SAL197432,2023-11-20,Late Delivery,2098.24
RET029001,SAL134810,2023-05-24,Late Delivery,2827.42
RET029002,SAL033986,2024-01-18,Customer Changed Mind,6857.87
RET029003,SAL060054,2024-02-19,Defective,2216.05
RET029004,SAL146885,2023-03-26,Late Delivery,238.13
RET029005,SAL140098,2024-05-03,Customer Changed Mind,5141.7
RET029006,SAL008447,2018-03-20,Wrong Item,673.25
RET029007,SAL095211,2020-08-15,Late Delivery,1271.34
RET029008,SAL095773,2022-11-11,Wrong Item,4577.05
RET029009,SAL180751,2021-10-30,Wrong Item,3045.9
RET029010,SAL034743,2017-02-16,Late Delivery,270.26
RET029011,SAL024709,2017-11-10,Wrong Item,7128.27
RET029012,SAL006590,2020-03-19,Defective,920.1
RET029013,SAL005376,2022-08-13,Wrong Item,743.98
RET029014,SAL111089,2019-03-05,Customer Changed Mind,352.06
